feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.7465816202933544,-0.3521011635883966,0.7712519487101926,0.7953458614089384,0.9031025132994137,-0.026760351780248492,2.4329595621299775,0.6343826162634776,-0.9944076945632956,0.29678835574747264,0
-0.4853265306250557,-0.5240193952916877,1.1727434154676746,-2.341144415878782,-2.0273039100713657,-0.20578552395146305,-1.806163261047714,0.2939946014208708,-0.8371638588589475,-1.1956288312895853,0
1.6400854486481469,0.7680923792188414,-0.37485305916593936,-1.7469245863267546,-0.23965755914339648,0.2241144723342779,-0.9753795415945394,-0.3268779480813859,0.48990061164512166,-0.06593070565327203,1
-1.3927532070260662,2.157930857053495,-0.565176339719412,-0.593145536529341,0.16474779143394347,-0.7178172655616414,-0.4015263700082642,-2.44683287817003,-1.2593483167319128,-0.10896751846791136,1
0.4612528768128094,-0.5935450311053994,-0.2805268682578798,0.1408198817397972,-0.539336469393118,-0.30606455409341193,-0.11824095243061472,0.21286998802828294,0.3292423320910046,-2.088848472953391,1
-0.43126437626670655,-1.021136028242545,-0.34293182064719663,0.33300575810698735,0.2934829393962487,0.613130163729366,-0.6944844020724404,-0.6463379953254295,-0.273783222924344,0.5154425563518594,1
-0.03694409895100603,-1.2245865409388557,-1.2403487288400772,-1.2537816905655421,0.4345825197478391,0.8771707641597559,0.41970440852027624,1.4935387052680689,0.4142956261097933,-0.9168050737942879,1
0.41770665978150057,1.7402283976449526,-0.0917608156103685,1.7803203243038008,-2.796557336991238,-0.7537503270737017,-0.009662863346290532,0.04346053369379138,0.10709021849470354,-1.815734559589493,1
-0.35533735850513554,0.2606196832363381,1.5633139118628885,0.4535081350584773,-0.38735260119935594,-0.1467696090570203,1.0178050236276495,-0.33710889489781537,0.0830620742078565,0.9668952140029995,0
0.2800401716947337,0.9467216419503522,-0.42909509981609095,-0.4432132870653758,-0.028135405406027547,-1.882465578569605,-0.6589058236559395,-0.33953213612499566,0.07562448949263614,-0.38545658621662016,1
-1.4892415011273452,-1.0686861535171837,-0.19174650852795652,-1.3205786700104771,0.08700229878010649,-0.3033297044763696,1.466817930083612,-0.3120050259424403,0.5444489932052652,-0.30538843998327125,0
-1.7064242534772143,0.5436978506081542,0.9502374149274035,2.578821616055152,-0.743333731938434,0.9271616639317415,0.7209659495503178,-1.198599493503611,1.8021416277555107,0.9185822765831149,0
-0.03855945583450571,-1.2248883200143048,1.1502116330356906,-1.5836923328260029,0.12012840695416405,1.7081113500494638,-0.3175693371138172,-1.4346386168952443,-0.26236241532254306,-0.19295114172200695,0
-1.829404856201696,0.2687322545692934,-1.2629962105830776,0.6923101441482964,-1.4384012671901574,0.6206672667732379,-0.983799392586898,-1.2161497689180156,0.7800836156694324,-1.7992155228888889,0
-0.3348899904790362,2.043158382186315,-1.4706241472123622,-0.5834761284671666,0.2357291340500208,0.7103470143085234,-2.2711847032020183,-1.146630732235523,0.998352624685828,0.08556094773985606,1
0.10446141445482754,0.06784722379055924,-0.4872976605070788,0.10752237451768873,0.18825984998789017,-1.1190606917986448,2.8864417059250718,0.3440272584094196,-0.8410107386272334,0.7892862461105055,1
-2.2544995952691314,0.6017347020661727,0.5821079975587475,-0.3323147834100315,0.330185926395534,0.6601910097841347,1.320306322422579,2.0369966414402256,-0.2434996491489775,-0.9516913377169764,0
-0.9512652392688699,-1.485859578575571,0.011836537755442508,0.8668958962027804,-0.15950404164643145,0.8363755798846905,-0.03872948295039651,1.6098562624360495,-0.5328723544568945,1.9658960024906238,0
0.06554899297223138,-2.016350949573657,-0.6828632910438988,0.6813010909476709,-0.23073078957617382,0.3654683587699779,0.3922039109591324,-0.08708037161428946,-1.1074276655112532,-1.7564444577487572,1
0.20822976100377422,0.23099041276633447,0.710527519840794,-2.053302685451379,0.9770695338038085,-0.8094824238526137,-0.651163048459736,-0.17562320557633215,-0.025302369009519016,-1.2105775092883322,0
0.6605963151503194,-0.4200021710844015,1.0676546282323665,1.1464083211016864,-1.7083207098646653,-0.9933531599003972,0.18297152205842915,0.7911723781619053,0.6970239431778696,3.961222979341522,0
0.9020844060615685,1.759159505169341,0.4582476822306438,1.7624574851273254,-0.11870733583568863,0.508396437310376,0.3769769838957493,-0.4443456275938754,-1.0909077805815584,-0.17303779868208702,0
2.035732662475934,-1.3247966333516166,0.6298659469790295,-1.5626718882401558,-0.440138865264541,1.6720151901681302,-0.09700594625611406,-1.1802574929381286,-1.0596436742316655,0.46924581560950696,1
-0.4677878823364714,0.5807867646273686,0.8954873421579339,-0.7036307132880364,2.0120600229643113,0.8325003205547233,-2.259572061682337,-0.13391008067157467,-0.4999902692676407,0.656521658660848,0
-0.9372830099655762,0.18810816910829983,0.6600449780690294,1.8660202435090958,-0.7393869702576716,-0.7181727556991627,-0.6748259148629971,-1.3397432025818896,1.2789590464842995,1.036093260442975,0
-1.399765069302963,0.22480878279527916,1.1485518796946725,0.2966208541652665,-1.920636490071366,-0.48237483789196456,1.0686396282562973,-0.358428453709382,-0.024095714587077155,1.3878608155825742,0
-0.9951027978522656,0.16962450520947592,-3.5013635892532826,-0.5159192730668684,-0.9161831782300851,-1.8647582770617106,1.1476527151990485,-0.8421740122917449,-0.5585844958180641,-0.34345459476487494,1
1.343070671211983,-1.3498623717643008,0.6246386733824845,0.09001553703222401,-1.0495578740961538,0.2091749568122782,-0.43410964853946565,-0.15594466232207005,-0.16459696074076113,-1.8526635513061578,0
0.2915274767031612,0.8525917649120156,2.0524800518334727,-1.0311993834646012,2.2022423189488243,-2.195524193632373,-0.3937775498394121,0.9262430314851895,0.2026027102679786,-1.3413392636054235,0
-0.3802191051720596,-0.5201244516643759,-1.5846900070745997,1.2229896911677869,0.357336583442031,-1.374307677371482,0.7508797089565713,0.2561595612852989,1.2858342611341314,1.0882096590645491,0
-0.28995324329631367,-0.3722372813009638,0.420559040196407,0.15676150499971314,-0.371256009623226,0.0843935230449589,1.265094242017836,-0.07708846502903277,0.4199236532883297,-1.2140673082209616,0
-0.8140057886025415,0.6108894404886647,0.337063208976238,-0.5893584939244222,2.0902091470414135,-1.07027201697564,0.3950810391680983,0.018931362821372255,0.6190031699431048,-0.8649848708681271,0
0.7003659470445022,1.1257060008383126,-0.9089289618544737,2.1060130006185274,-1.4628755185076658,-1.0879798513941754,1.2711938259317557,0.5483036930233622,0.9468921571813457,0.794101366840571,1
1.5944069259698594,-1.3480845843689697,0.7422568297008081,-1.1033196665229483,1.2388433184195158,-1.4467715419717044,-1.0816740011402521,-0.08535226599190573,0.5328870094055742,-1.566291615871981,0
-1.0281648199703337,0.9820460692947357,0.7594388429270083,-0.026712243780690814,0.7050634062756524,-0.6404016701378767,-1.6452914271586787,-1.3919272534372904,-1.0840373577366884,-0.1510134527370689,0
0.9613976357872085,1.5305181419270433,-0.24432721686698888,0.17851550327367843,-0.026512568165861335,-2.0921644009398106,-0.32626425788037294,-1.1565085861918418,0.178805013950322,-1.0791971994971787,1
-0.24322677729520858,1.6582569814118433,-0.6501033460509109,1.0637289927295148,0.7742417116071674,-0.531628803939715,0.8511271775398238,0.14271354187676635,0.2709778035192867,-0.8055171200857529,1
-0.13232830753675348,0.700089189629453,2.213154049681548,-0.7505269670743057,3.087323359502593,-1.271373141605718,0.9685314020573944,-0.6751729047790056,2.9355217317542297,-1.4996805839455818,0
-0.27855674396480445,-0.7199818313005587,-2.2052514361560487,-1.1553551335759091,-0.1495488181854766,0.0766594833892881,0.7005921979600289,0.843031480432215,0.5048031608364478,-0.4515507882878013,1
-1.6873506608215894,0.6725475913024854,-1.6511654992593503,1.442608118497367,1.435812112521775,-0.3837919143903932,-2.275137826272865,1.9154432303194737,0.1381926684316503,0.2305708120017318,1
-1.7460165702074741,-0.41275086524846805,-0.050340110489789903,-1.6147452047736326,-0.41830974535343995,1.0016252869982338,-1.1083323717900424,-0.11463971097747507,0.6302473637832323,-0.2776798883232783,0
1.0798235650394747,-0.954845190189344,-2.3459403450160083,1.6265414138386318,1.2354128129453006,-0.5815746959683775,1.8283869789801055,-0.41701731982002105,0.8699981266892114,-0.4414333923173063,1
2.2586609365603505,1.4963548566709857,-0.5388109071413103,1.3234438720865138,1.4802405991739662,1.3248035728735263,-1.7523862540689965,0.706135261100793,1.1542049386232458,-1.343034895128525,1
-1.3450166509287238,-1.5987280145723906,0.09441299399437664,0.5685021256039622,1.912509846189105,0.5391851728934536,1.083054719475157,-0.8999239872566718,-1.7633706317664672,-0.179274947588489,0
0.33009113664089285,0.5879090908646974,-1.4482166504472995,0.14904411665889464,-1.169674738376924,0.6175233936721859,1.7158301986595592,-1.2822731934976688,-0.7374580108544277,-0.9079937534049792,1
-0.5160211880633414,1.4795198331395378,-1.7213996499049913,0.14711368373171346,-0.7311290108445002,-1.295207744129694,0.41345752157704413,-1.6927370201551615,-1.0352417351113956,-1.5363198188449854,1
2.386222735176605,0.7614988751083723,-0.4385290932761141,-0.44286675484495225,-0.4224224613766731,0.5650711334339698,0.6285978110873606,0.03460509109448284,0.566515988076459,-0.8607114924938506,1
-0.3108176549867525,-2.644292994712929,-1.9929770739410542,2.014865355862068,1.7430815159624249,-0.0913821752741549,-0.0632034469668663,0.16161236246679261,2.767867537941115,0.7067477071025494,0
